instance_name	LB	OPT
class6_20_10_5	6	-1
class6_20_10_6	6	-1
class6_20_10_7	8	-1
class6_20_10_8	6	-1
class6_20_10_9	8	-1
class6_40_10_0	11	-1
class6_40_10_1	12	-1
class6_40_10_2	13	-1
class6_40_10_3	14	-1
class6_40_10_4	10	-1
class6_40_10_5	13	-1
class6_40_10_6	11	-1
class6_40_10_7	12	-1
class6_40_10_8	13	-1
class6_40_10_9	12	-1
class6_60_10_0	16	-1
class6_60_10_1	18	-1
class6_60_10_2	19	-1
class6_60_10_3	17	-1
class6_60_10_4	18	-1
class6_60_10_5	19	-1
class6_60_10_6	17	-1
class6_60_10_7	16	-1
class6_60_10_8	18	-1
class6_60_10_9	17	-1
class6_120_10_0	31	-1
class6_120_10_1	33	-1
class6_120_10_2	31	-1
class6_120_10_3	30	-1
class6_120_10_4	30	-1
class6_120_10_5	28	-1
class6_120_10_6	32	-1
class6_120_10_7	33	-1
class6_120_10_8	33	-1
class6_120_10_9	32	-1
class6_250_10_0	63	-1
class6_250_10_1	59	-1
class6_250_10_2	59	-1
class6_250_10_3	65	-1
class6_250_10_4	61	-1
class6_250_10_5	64	-1
class6_250_10_6	59	-1
class6_250_10_7	64	-1
class6_250_10_8	66	-1
class6_250_10_9	61	-1
class6_500_10_0	116	-1
class6_500_10_1	116	-1
class6_500_10_2	119	-1
class6_500_10_3	117	-1
class6_500_10_4	117	-1
class6_500_10_5	112	-1
class6_500_10_6	120	-1
class6_500_10_7	119	-1
class6_500_10_8	122	-1
class6_500_10_9	122	-1
