instance_name	LB	OPT	best_overall	best_IC	best_BC	best_MB-Pairing	best_MB-WFD
class2_500_3_1	104	-1	107	108	107	107	109
class2_500_3_2	103	-1	106	107	106	106	108
class2_500_3_3	106	-1	109	111	109	110	111
class2_500_3_4	102	-1	106	108	106	106	109
class2_500_3_5	108	-1	111	112	112	111	112
class2_500_3_6	105	-1	108	109	108	108	110
class2_500_3_7	104	-1	108	110	108	108	110
class2_500_3_8	107	-1	110	112	110	111	113
class2_500_3_9	104	-1	107	109	107	108	110
class2_20_5_0	5	5	5	6	5	5	5
class2_20_5_1	5	5	6	6	6	6	6
class2_20_5_2	5	5	5	5	5	5	5
class2_20_5_3	5	5	5	5	5	5	6
class2_20_5_4	5	5	5	5	5	5	6
class2_20_5_5	5	5	5	5	5	5	5
class2_20_5_6	5	5	5	5	5	5	5
class2_20_5_7	5	5	5	6	5	6	6
class2_20_5_8	5	5	5	6	5	6	6
class2_20_5_9	5	5	6	6	6	6	6
class2_40_5_0	9	9	10	10	10	10	10
class2_40_5_1	9	9	10	10	10	10	10
class2_40_5_2	9	9	10	10	10	10	10
class2_40_5_3	9	9	10	10	10	10	10
class2_40_5_4	9	9	10	10	10	10	10
class2_40_5_5	9	9	10	10	10	10	10
class2_40_5_6	9	9	10	10	10	10	10
class2_40_5_7	10	10	11	11	11	11	11
class2_40_5_8	9	9	10	10	10	10	10
class2_40_5_9	10	10	10	11	10	11	11
class2_60_5_0	14	14	15	15	15	15	15
class2_60_5_1	15	15	15	16	15	15	16
class2_60_5_2	15	15	15	16	15	15	16
class2_60_5_3	13	13	14	15	14	14	15
class2_60_5_4	13	13	14	14	14	14	15
class2_60_5_5	13	13	14	14	14	14	14
class2_60_5_6	13	13	14	15	14	14	15
class2_60_5_7	14	14	15	15	15	15	15
class2_60_5_8	13	13	14	14	14	14	15
class2_60_5_9	13	13	15	15	15	15	15
class2_120_5_0	26	-1	28	30	28	28	30
class2_120_5_1	28	28	29	30	29	29	30
class2_120_5_2	25	25	27	29	27	28	29
class2_120_5_3	26	26	28	29	28	28	29
class2_120_5_4	26	26	28	29	28	28	29
class2_120_5_5	27	27	29	30	29	29	30
class2_120_5_6	26	-1	29	30	29	29	30
class2_120_5_7	26	26	27	28	27	28	29
class2_120_5_8	26	26	28	29	28	28	29
class2_120_5_9	26	26	28	28	28	28	29
class2_250_5_0	54	-1	58	60	58	58	60
class2_250_5_1	55	-1	58	60	58	59	61
class2_250_5_2	51	-1	55	57	55	56	58
class2_250_5_3	54	-1	57	60	57	58	60
class2_250_5_4	55	-1	57	59	57	57	59
class2_250_5_5	54	-1	58	59	58	58	60
class2_250_5_6	52	-1	56	58	56	56	59
class2_250_5_7	54	-1	58	60	58	58	61
class2_250_5_8	53	-1	56	58	56	57	59
class2_250_5_9	53	-1	57	59	57	57	59
class2_500_5_0	106	-1	113	117	113	113	118
class2_500_5_1	105	-1	113	117	113	113	118
class2_500_5_2	105	-1	112	115	112	113	116
class2_500_5_3	105	-1	112	116	112	112	117
class2_500_5_4	106	-1	113	117	113	113	118
class2_500_5_5	104	-1	111	116	111	112	116
class2_500_5_6	105	-1	113	117	113	113	117
class2_500_5_7	103	-1	111	115	111	112	117
class2_500_5_8	105	-1	112	116	112	112	118
class2_500_5_9	106	-1	115	119	115	115	120
class2_20_10_0	6	6	6	6	6	6	6
class2_20_10_1	5	5	6	6	6	6	6
class2_20_10_2	6	6	6	6	6	6	6
class2_20_10_3	5	5	6	6	6	6	6
class2_20_10_4	6	6	6	6	6	6	6
class2_20_10_5	5	5	5	6	5	6	6
class2_20_10_6	6	6	6	6	6	6	6
class2_20_10_7	5	6	6	6	6	6	6
class2_20_10_8	5	5	6	6	6	6	6
class2_20_10_9	5	5	5	6	5	5	6
class2_40_10_0	10	10	11	11	11	11	11
class2_40_10_1	10	11	12	12	12	12	12
class2_40_10_2	10	10	11	11	11	11	12
class2_40_10_3	10	10	11	11	11	11	11
class2_40_10_4	9	9	10	10	10	10	10
class2_40_10_5	9	10	10	11	10	11	11
class2_40_10_6	9	10	10	11	10	10	11
class2_40_10_7	10	10	11	11	11	11	11
class2_40_10_8	10	10	11	11	11	11	11
class2_40_10_9	10	10	10	11	11	10	11
class2_60_10_0	14	15	16	17	16	16	17
class2_60_10_1	13	14	15	16	15	15	16
class2_60_10_2	13	14	16	16	16	16	16
class2_60_10_3	14	14	15	16	15	15	16
class2_60_10_4	14	14	16	16	16	16	17
class2_60_10_5	14	14	15	16	15	16	16
class2_60_10_6	13	14	16	16	16	16	16
class2_60_10_7	14	14	16	16	16	16	16
class2_60_10_8	14	14	16	16	16	16	16
class2_60_10_9	14	14	16	16	16	16	16
class2_120_10_0	26	27	30	31	31	30	32
class2_120_10_1	26	-1	30	31	30	30	32
class2_120_10_2	27	28	31	31	31	31	32
class2_120_10_3	28	-1	31	32	31	31	32
class2_120_10_4	26	-1	30	32	30	30	32
class2_120_10_5	27	-1	31	32	32	31	32
class2_120_10_6	27	-1	31	32	31	31	33
class2_120_10_7	27	-1	31	32	31	31	32
class2_120_10_8	26	-1	30	32	30	30	32
class2_120_10_9	27	-1	31	32	31	31	32
class2_250_10_0	54	-1	61	64	61	62	65
class2_250_10_1	54	-1	62	65	62	62	65
class2_250_10_2	54	-1	60	63	60	61	64
class2_250_10_3	55	-1	63	66	63	63	66
class2_250_10_4	54	-1	62	65	62	62	66
class2_250_10_5	53	-1	60	65	60	61	65
class2_250_10_6	56	-1	62	66	62	63	66
class2_250_10_7	55	-1	62	66	62	63	66
class2_250_10_8	53	-1	62	64	62	62	65
class2_250_10_9	54	-1	61	64	61	62	65
class2_500_10_0	107	-1	122	128	122	122	129
class2_500_10_1	106	-1	119	126	119	119	128
class2_500_10_2	109	-1	122	128	122	122	129
class2_500_10_3	107	-1	120	128	120	121	128
class2_500_10_4	106	-1	119	125	119	119	127
class2_500_10_5	106	-1	120	127	120	120	128
class2_500_10_6	104	-1	119	127	119	119	127
class2_500_10_7	106	-1	118	126	118	119	127
class2_500_10_8	107	-1	120	125	120	120	128
class2_500_10_9	106	-1	119	127	119	120	128
class3_20_3_0	7	7	7	7	7	7	7
class3_20_3_1	7	8	8	8	8	8	8
class3_20_3_2	7	7	7	7	8	8	7
class3_20_3_3	8	8	8	8	8	8	8
class3_20_3_4	7	7	7	7	7	7	8
class3_20_3_5	7	7	7	7	7	7	7
class3_20_3_6	7	7	7	8	7	8	8
class3_20_3_7	7	7	8	8	8	8	8
class3_20_3_8	7	7	7	7	7	8	8
class3_20_3_9	8	8	8	8	8	8	8
class3_40_3_0	15	15	15	15	15	15	15
class3_40_3_1	13	13	14	15	14	15	15
class3_40_3_2	14	14	15	16	15	15	16
class3_40_3_3	14	14	15	15	16	16	15
class3_40_3_4	13	13	14	14	14	14	14
class3_40_3_5	13	13	14	14	14	14	15
class3_40_3_6	14	14	15	15	15	15	16
class3_40_3_7	14	14	15	15	15	15	15
class3_40_3_8	14	14	15	15	15	15	16
class3_40_3_9	14	15	15	16	15	16	16
class3_60_3_0	23	23	24	24	24	25	25
class3_60_3_1	20	20	21	21	21	21	21
class3_60_3_2	21	21	23	23	23	23	23
class3_60_3_3	19	19	21	21	21	21	21
class3_60_3_4	20	20	22	22	22	22	23
class3_60_3_5	17	18	19	19	19	19	19
class3_60_3_6	20	20	21	22	21	21	22
class3_60_3_7	20	20	21	21	21	21	21
class3_60_3_8	20	20	21	21	21	21	22
class3_60_3_9	21	21	23	23	23	23	23
class3_120_3_0	37	38	40	41	40	40	41
class3_120_3_1	39	39	41	42	41	42	43
class3_120_3_2	38	39	41	42	41	41	42
class3_120_3_3	38	38	40	40	40	40	40
class3_120_3_4	39	39	41	41	41	41	41
class3_120_3_5	38	38	40	40	40	40	41
class3_120_3_6	40	40	42	42	42	42	43
class3_120_3_7	38	38	41	42	41	41	43
class3_120_3_8	40	40	43	43	43	43	44
class3_120_3_9	38	39	41	42	41	41	42
class3_250_3_0	78	78	83	83	83	83	83
class3_250_3_1	78	78	83	83	83	83	84
class3_250_3_2	81	81	85	86	85	85	87
class3_250_3_3	78	78	84	85	84	84	86
class3_250_3_4	79	79	83	85	84	83	85
class3_250_3_5	78	-1	84	86	84	84	86
class3_250_3_6	79	79	82	85	83	82	85
class3_250_3_7	80	80	85	85	85	85	85
class3_250_3_8	80	80	85	86	85	85	86
class3_250_3_9	78	78	82	83	82	82	84
class3_500_3_0	154	-1	163	166	163	163	167
class3_500_3_1	156	-1	165	167	165	165	169
class3_500_3_2	158	-1	166	167	166	167	168
class3_500_3_3	155	-1	166	169	166	166	170
class3_500_3_4	159	-1	170	172	170	170	173
class3_500_3_5	155	-1	163	166	163	163	167
class3_500_3_6	155	-1	164	167	165	164	169
class3_500_3_7	153	-1	162	164	162	162	165
class3_500_3_8	158	-1	166	168	166	166	169
class3_500_3_9	155	-1	165	169	165	165	170
class3_20_5_0	8	9	9	9	9	9	9
class3_20_5_1	7	8	8	8	8	8	8
class3_20_5_2	8	8	8	9	8	9	9
class3_20_5_3	8	8	9	9	9	9	9
class3_20_5_4	8	8	8	8	8	8	8
class3_20_5_5	8	8	8	8	8	8	8
class3_20_5_6	8	8	9	9	9	9	9
class3_20_5_7	7	7	7	8	7	7	8
class3_20_5_8	7	8	8	8	8	8	9
class3_20_5_9	7	8	9	9	9	9	9
class3_40_5_0	14	14	15	16	15	16	16
class3_40_5_1	13	15	16	16	16	17	17
class3_40_5_2	14	15	17	17	17	17	17
class3_40_5_3	16	16	17	17	17	17	17
class3_40_5_4	13	14	15	15	15	15	16
class3_40_5_5	14	14	16	16	16	16	16
class3_40_5_6	14	14	15	15	15	15	15
class3_40_5_7	14	14	16	16	16	16	16
class3_40_5_8	15	16	17	17	17	17	17
class3_40_5_9	13	15	16	16	16	16	16
class3_60_5_0	21	21	23	24	23	24	24
class3_60_5_1	20	21	24	24	24	24	24
class3_60_5_2	20	21	22	23	22	22	23
class3_60_5_3	19	20	22	22	22	23	23
class3_60_5_4	20	21	23	23	23	23	23
class3_60_5_5	19	21	22	22	23	23	23
class3_60_5_6	22	22	25	25	25	25	25
class3_60_5_7	20	22	24	24	24	24	25
class3_60_5_8	20	21	23	24	23	24	24
class3_60_5_9	21	22	23	23	23	24	24
class3_120_5_0	40	42	46	47	46	47	48
class3_120_5_1	41	42	46	47	46	47	47
class3_120_5_2	41	42	46	47	46	47	47
class3_120_5_3	38	40	44	45	44	45	46
class3_120_5_4	41	41	45	47	45	45	47
class3_120_5_5	38	40	44	45	44	44	45
class3_120_5_6	39	40	45	47	45	45	47
class3_120_5_7	39	40	44	45	44	45	46
class3_120_5_8	38	39	44	44	44	44	45
class3_120_5_9	41	41	46	46	46	46	46
class3_250_5_0	81	83	92	95	92	92	96
class3_250_5_1	80	81	90	93	90	90	93
class3_250_5_2	81	84	93	95	93	93	97
class3_250_5_3	77	80	87	92	89	87	92
class3_250_5_4	79	82	91	93	91	91	94
class3_250_5_5	79	81	90	93	90	90	95
class3_250_5_6	82	82	90	93	90	90	94
class3_250_5_7	83	-1	93	95	93	94	97
class3_250_5_8	84	85	94	98	94	95	98
class3_250_5_9	78	80	89	91	89	89	92
class3_500_5_0	156	-1	172	181	176	172	182
class3_500_5_1	158	-1	173	181	176	173	182
class3_500_5_2	158	-1	175	183	176	175	183
class3_500_5_3	156	-1	173	182	176	173	182
class3_500_5_4	158	-1	175	183	177	175	184
class3_500_5_5	157	-1	172	182	174	172	182
class3_500_5_6	157	-1	174	180	174	174	183
class3_500_5_7	156	-1	172	181	175	172	184
class3_500_5_8	160	-1	178	183	178	178	185
class3_500_5_9	157	-1	177	183	177	177	184
class3_20_10_0	7	10	10	10	10	10	10
class3_20_10_1	8	10	10	10	10	10	10
class3_20_10_2	8	9	9	9	9	9	9
class3_20_10_3	8	10	10	10	10	10	10
class3_20_10_4	7	9	10	10	10	10	10
class3_20_10_5	7	9	10	10	10	10	10
class3_20_10_6	8	10	10	10	10	10	10
class3_20_10_7	8	9	9	9	10	10	10
class3_20_10_8	8	10	10	10	10	10	10
class3_20_10_9	8	10	10	10	10	10	10
class3_40_10_0	14	17	18	19	18	19	19
class3_40_10_1	14	18	18	19	18	19	19
class3_40_10_2	14	16	18	18	18	18	18
class3_40_10_3	14	18	19	19	19	19	19
class3_40_10_4	14	16	17	17	17	18	18
class3_40_10_5	14	17	18	19	18	18	19
class3_40_10_6	14	18	19	19	19	19	19
class3_40_10_7	14	17	18	18	18	18	18
class3_40_10_8	14	16	17	18	17	17	19
class3_40_10_9	15	17	18	18	18	18	18
class3_60_10_0	21	24	27	27	27	27	28
class3_60_10_1	20	23	26	26	26	26	26
class3_60_10_2	20	24	27	27	27	27	28
class3_60_10_3	22	27	28	28	29	29	29
class3_60_10_4	20	24	27	27	27	27	27
class3_60_10_5	20	26	28	28	28	28	28
class3_60_10_6	20	24	26	27	26	26	28
class3_60_10_7	22	26	27	27	27	27	28
class3_60_10_8	20	24	27	27	27	28	27
class3_60_10_9	21	26	28	28	29	29	28
class3_120_10_0	40	46	51	53	51	52	54
class3_120_10_1	40	45	51	53	51	51	53
class3_120_10_2	39	45	51	52	51	52	52
class3_120_10_3	40	46	51	52	52	51	53
class3_120_10_4	40	49	53	55	53	53	56
class3_120_10_5	39	45	50	51	50	51	52
class3_120_10_6	39	46	51	53	51	52	55
class3_120_10_7	39	44	49	51	49	49	52
class3_120_10_8	39	45	50	53	50	51	53
class3_120_10_9	39	45	51	53	51	51	53
class3_250_10_0	82	89	103	107	103	103	108
class3_250_10_1	80	89	102	105	102	102	106
class3_250_10_2	82	90	102	106	103	102	108
class3_250_10_3	82	89	101	107	101	102	107
class3_250_10_4	81	91	103	109	103	105	110
class3_250_10_5	80	89	102	107	102	103	108
class3_250_10_6	81	91	102	108	102	104	108
class3_250_10_7	81	94	106	109	106	107	111
class3_250_10_8	81	91	103	108	103	104	109
class3_250_10_9	81	89	102	107	102	102	108
class3_500_10_0	158	-1	198	210	198	200	212
class3_500_10_1	158	-1	202	213	202	204	216
class3_500_10_2	162	-1	200	212	200	200	213
class3_500_10_3	157	-1	195	210	195	196	212
class3_500_10_4	157	-1	196	210	196	197	211
class3_500_10_5	160	-1	199	210	199	199	211
class3_500_10_6	156	-1	195	207	195	198	209
class3_500_10_7	159	-1	202	213	202	204	215
class3_500_10_8	160	-1	201	213	201	202	215
class3_500_10_9	160	-1	199	211	199	200	213
class4_20_3_0	8	10	10	10	10	10	10
class4_20_3_1	9	9	9	9	9	9	9
class4_20_3_2	7	8	8	8	8	8	8
class4_20_3_3	8	8	9	9	9	9	9
class4_20_3_4	10	11	11	11	11	11	11
class4_20_3_5	8	10	10	10	10	10	10
class4_20_3_6	8	9	9	9	9	9	9
class4_20_3_7	7	7	8	8	8	8	8
class4_20_3_8	9	10	10	10	10	10	10
class4_20_3_9	9	10	10	10	10	10	10
class4_40_3_0	14	15	16	16	16	16	16
class4_40_3_1	16	16	17	17	17	17	17
class4_40_3_2	19	20	21	21	21	21	21
class4_40_3_3	14	15	15	15	15	15	15
class4_40_3_4	19	20	20	20	20	20	20
class4_40_3_5	15	15	16	16	17	16	16
class4_40_3_6	13	14	15	15	15	15	15
class4_40_3_7	15	16	17	17	17	17	17
class4_40_3_8	16	17	18	18	18	18	18
class4_40_3_9	14	14	15	15	15	15	15
class4_60_3_0	24	24	25	25	25	26	26
class4_60_3_1	22	23	24	25	24	24	25
class4_60_3_2	24	26	27	27	27	28	28
class4_60_3_3	22	24	25	25	25	25	25
class4_60_3_4	24	24	26	26	26	26	26
class4_60_3_5	25	26	27	27	27	28	27
class4_60_3_6	24	25	27	27	27	27	27
class4_60_3_7	26	28	29	29	30	30	29
class4_60_3_8	24	25	26	26	26	27	26
class4_60_3_9	21	22	23	24	23	23	24
class4_120_3_0	45	46	49	49	49	49	49
class4_120_3_1	43	45	48	49	48	49	49
class4_120_3_2	44	45	48	49	48	48	49
class4_120_3_3	45	45	48	48	48	48	49
class4_120_3_4	43	44	47	47	47	47	47
class4_120_3_5	43	45	48	49	48	48	49
class4_120_3_6	46	47	49	50	49	49	50
class4_120_3_7	43	43	45	45	45	46	46
class4_120_3_8	42	42	44	45	44	45	45
class4_120_3_9	44	44	47	47	47	47	48
class4_250_3_0	90	94	99	101	99	100	101
class4_250_3_1	87	87	92	93	93	92	93
class4_250_3_2	93	94	99	100	99	99	100
class4_250_3_3	93	95	100	102	100	100	102
class4_250_3_4	94	94	100	100	100	100	100
class4_250_3_5	87	87	92	93	92	93	94
class4_250_3_6	89	91	96	96	96	97	98
class4_250_3_7	91	91	97	97	97	97	98
class4_250_3_8	95	95	100	100	100	101	101
class4_250_3_9	89	90	97	97	97	98	98
class4_500_3_0	179	-1	192	194	192	192	195
class4_500_3_1	179	-1	193	195	193	193	196
class4_500_3_2	178	-1	192	194	192	192	195
class4_500_3_3	173	-1	186	189	186	187	189
class4_500_3_4	179	-1	192	192	192	192	192
