instance_name	LB	OPT	best_overall	best_IC	best_BC	best_MB-Pairing	best_MB-WFD
class5_500_3_0	32	-1	32	33	32	32	33
class5_500_3_1	32	-1	33	33	33	33	33
class5_500_3_2	32	-1	32	33	32	32	33
class5_500_3_3	33	-1	33	34	33	33	34
class5_500_3_4	33	-1	33	34	33	33	34
class5_500_3_5	32	-1	33	33	33	33	33
class5_500_3_6	32	-1	32	33	32	32	34
class5_500_3_7	32	-1	33	33	33	33	34
class5_500_3_8	32	-1	32	33	32	33	34
class5_500_3_9	33	-1	33	33	33	33	33
class5_20_5_0	2	-1	2	2	2	2	2
class5_20_5_1	2	-1	2	2	2	2	2
class5_20_5_2	2	-1	2	2	2	2	2
class5_20_5_3	2	-1	2	2	2	2	2
class5_20_5_4	2	-1	2	2	2	2	2
class5_20_5_5	2	-1	2	2	2	2	2
class5_20_5_6	2	-1	2	2	2	2	2
class5_20_5_7	2	-1	2	2	2	2	2
class5_20_5_8	2	-1	2	2	2	2	2
class5_20_5_9	2	-1	2	2	2	2	2
class5_40_5_0	3	-1	3	3	3	3	3
class5_40_5_1	3	-1	3	3	3	3	3
class5_40_5_2	3	-1	3	3	3	3	3
class5_40_5_3	3	-1	3	3	3	3	3
class5_40_5_4	3	-1	3	3	3	3	3
class5_40_5_5	3	-1	3	3	3	3	3
class5_40_5_6	3	-1	3	3	3	3	3
class5_40_5_7	3	-1	3	3	3	3	3
class5_40_5_8	3	-1	3	3	3	3	3
class5_40_5_9	3	-1	3	3	3	3	3
class5_60_5_0	4	-1	4	4	4	4	4
class5_60_5_1	4	-1	4	4	4	4	4
class5_60_5_2	4	-1	4	5	4	4	5
class5_60_5_3	5	-1	5	5	5	5	5
class5_60_5_4	4	-1	4	5	5	4	5
class5_60_5_5	4	-1	4	5	4	4	5
class5_60_5_6	4	-1	4	4	4	4	4
class5_60_5_7	4	-1	4	4	4	4	4
class5_60_5_8	5	-1	5	5	5	5	5
class5_60_5_9	4	-1	4	4	4	4	4
class5_120_5_0	8	-1	8	9	8	8	9
class5_120_5_1	8	-1	8	9	8	8	9
class5_120_5_2	8	-1	8	8	8	8	8
class5_120_5_3	8	-1	8	8	8	8	9
class5_120_5_4	8	-1	8	9	8	8	9
class5_120_5_5	8	-1	8	8	8	8	8
class5_120_5_6	8	-1	8	9	8	8	8
class5_120_5_7	8	-1	8	8	8	8	9
class5_120_5_8	8	-1	8	8	8	8	9
class5_120_5_9	8	-1	8	9	8	8	9
class5_250_5_0	16	-1	17	17	17	17	17
class5_250_5_1	17	-1	17	17	17	17	17
class5_250_5_2	17	-1	17	17	17	17	17
class5_250_5_3	17	-1	17	17	17	17	17
class5_250_5_4	17	-1	17	17	17	17	17
class5_250_5_5	16	-1	16	17	16	16	17
class5_250_5_6	16	-1	17	17	17	17	17
class5_250_5_7	16	-1	17	17	17	17	17
class5_250_5_8	16	-1	16	17	16	16	17
class5_250_5_9	16	-1	16	17	16	17	17
class5_500_5_0	32	-1	33	34	33	33	35
class5_500_5_1	32	-1	33	34	33	33	34
class5_500_5_2	32	-1	32	33	32	32	34
class5_500_5_3	33	-1	33	35	33	33	35
class5_500_5_4	32	-1	33	34	33	33	34
class5_500_5_5	32	-1	33	34	33	33	34
class5_500_5_6	32	-1	33	34	33	33	34
class5_500_5_7	32	-1	33	34	33	33	34
class5_500_5_8	32	-1	33	34	33	33	34
class5_500_5_9	32	-1	33	34	33	33	34
class5_20_10_0	2	-1	2	2	2	2	2
class5_20_10_1	2	-1	2	2	2	2	2
class5_20_10_2	2	-1	2	2	2	2	2
class5_20_10_3	2	-1	2	2	2	2	2
class5_20_10_4	2	-1	2	2	2	2	2
class5_20_10_5	2	-1	2	2	2	2	2
class5_20_10_6	2	-1	2	2	2	2	2
class5_20_10_7	2	-1	2	2	2	2	2
class5_20_10_8	2	-1	2	2	2	2	2
class5_20_10_9	2	-1	2	2	2	2	2
class5_40_10_0	3	-1	3	3	3	3	3
class5_40_10_1	3	-1	3	3	3	3	3
class5_40_10_2	3	-1	3	3	3	3	3
class5_40_10_3	3	-1	3	3	3	3	3
class5_40_10_4	3	-1	3	3	3	3	3
class5_40_10_5	3	-1	3	3	3	3	3
class5_40_10_6	3	-1	3	3	3	3	3
class5_40_10_7	3	-1	3	3	3	3	3
class5_40_10_8	3	-1	3	3	3	3	3
class5_40_10_9	3	-1	3	3	3	3	3
class5_60_10_0	5	-1	5	5	5	5	5
class5_60_10_1	5	-1	5	5	5	5	5
class5_60_10_2	4	-1	4	5	5	4	5
class5_60_10_3	4	-1	4	5	4	4	5
class5_60_10_4	4	-1	4	5	5	4	5
class5_60_10_5	5	-1	5	5	5	5	5
class5_60_10_6	4	-1	5	5	5	5	5
class5_60_10_7	5	-1	5	5	5	5	5
class5_60_10_8	5	-1	5	5	5	5	5
class5_60_10_9	4	-1	5	5	5	5	5
class5_120_10_0	8	-1	9	9	9	9	9
class5_120_10_1	8	-1	9	9	9	9	9
class5_120_10_2	8	-1	9	9	9	9	9
class5_120_10_3	8	-1	8	9	8	8	9
class5_120_10_4	8	-1	8	9	9	8	9
class5_120_10_5	8	-1	9	9	9	9	9
class5_120_10_6	8	-1	8	9	8	8	9
class5_120_10_7	8	-1	9	9	9	9	9
class5_120_10_8	8	-1	8	9	8	8	9
class5_120_10_9	9	-1	9	9	9	9	9
class5_250_10_0	17	-1	17	18	17	17	18
class5_250_10_1	16	-1	17	18	17	17	18
class5_250_10_2	17	-1	17	18	17	17	18
class5_250_10_3	17	-1	17	18	17	17	18
class5_250_10_4	17	-1	17	17	17	17	17
class5_250_10_5	17	-1	17	18	17	17	18
class5_250_10_6	16	-1	17	17	17	17	18
class5_250_10_7	17	-1	17	18	17	17	18
class5_250_10_8	17	-1	17	18	17	17	18
class5_250_10_9	17	-1	17	18	17	17	18
class5_500_10_0	32	-1	33	35	33	33	35
class5_500_10_1	32	-1	33	35	33	34	35
class5_500_10_2	33	-1	34	35	34	34	36
class5_500_10_3	32	-1	34	35	34	34	35
class5_500_10_4	32	-1	33	35	33	33	35
class5_500_10_5	33	-1	34	35	34	34	36
class5_500_10_6	32	-1	33	35	33	33	35
class5_500_10_7	32	-1	33	35	33	33	35
class5_500_10_8	32	-1	33	35	33	34	36
class5_500_10_9	33	-1	34	35	34	34	36
class6_20_3_0	8	9	9	9	9	9	9
class6_20_3_1	9	10	10	10	10	10	10
class6_20_3_2	9	10	10	10	10	10	10
class6_20_3_3	9	10	10	10	10	10	10
class6_20_3_4	11	11	11	11	11	11	11
class6_20_3_5	9	9	9	9	9	9	9
class6_20_3_6	13	13	13	13	13	13	13
class6_20_3_7	9	10	10	10	10	10	10
class6_20_3_8	10	10	10	10	10	10	10
class6_20_3_9	13	13	13	13	13	13	13
class6_40_3_0	18	19	20	20	20	20	20
class6_40_3_1	17	18	18	18	18	18	18
class6_40_3_2	17	18	18	18	18	18	18
class6_40_3_3	17	18	18	18	18	18	18
class6_40_3_4	19	20	20	20	20	20	20
class6_40_3_5	17	18	18	18	18	18	19
class6_40_3_6	17	19	19	19	19	19	19
class6_40_3_7	18	20	20	20	21	21	20
class6_40_3_8	17	20	20	20	20	20	20
class6_40_3_9	19	19	19	19	20	20	19
class6_60_3_0	25	27	28	28	28	28	28
class6_60_3_1	26	27	28	28	28	28	28
class6_60_3_2	24	26	27	27	27	28	27
class6_60_3_3	25	26	27	27	27	27	28
class6_60_3_4	26	28	28	28	29	29	29
class6_60_3_5	26	28	28	28	29	29	29
class6_60_3_6	26	28	29	29	29	29	29
class6_60_3_7	30	30	30	30	30	31	30
class6_60_3_8	24	26	27	28	27	28	28
class6_60_3_9	25	27	28	28	28	28	28
class6_120_3_0	50	51	54	55	54	55	56
class6_120_3_1	49	51	54	54	54	54	54
class6_120_3_2	49	51	54	54	54	54	54
class6_120_3_3	48	51	54	54	54	54	54
class6_120_3_4	49	51	53	53	54	54	54
class6_120_3_5	52	55	57	57	57	57	57
class6_120_3_6	50	52	54	55	55	54	55
class6_120_3_7	49	52	54	55	54	54	55
class6_120_3_8	49	52	54	55	54	54	55
class6_120_3_9	50	54	56	56	56	56	56
class6_250_3_0	105	109	112	114	112	112	115
class6_250_3_1	103	106	112	113	112	113	113
class6_250_3_2	100	104	109	111	110	109	112
class6_250_3_3	102	105	111	111	111	111	112
class6_250_3_4	101	104	111	112	111	112	113
class6_250_3_5	104	110	114	115	114	115	116
class6_250_3_6	104	107	111	112	111	111	113
class6_250_3_7	102	106	110	112	110	111	113
class6_250_3_8	101	105	110	112	110	110	113
class6_250_3_9	101	106	110	111	110	110	112
class6_500_3_0	202	210	219	225	219	219	226
class6_500_3_1	206	213	222	227	222	223	227
class6_500_3_2	202	210	219	224	219	221	224
class6_500_3_3	201	205	215	220	215	216	221
class6_500_3_4	203	208	219	221	219	219	223
class6_500_3_5	206	211	220	225	220	220	225
class6_500_3_6	200	206	217	221	217	218	223
class6_500_3_7	206	213	221	225	221	221	227
class6_500_3_8	199	205	214	220	214	215	220
class6_500_3_9	207	214	224	227	224	224	228
class6_20_5_0	11	11	11	11	11	11	11
class6_20_5_1	9	11	11	11	11	11	11
class6_20_5_2	12	12	12	12	12	12	12
class6_20_5_3	13	13	13	13	13	13	13
class6_20_5_4	12	12	12	12	12	13	12
class6_20_5_5	14	14	14	14	14	14	14
class6_20_5_6	9	10	10	10	10	10	10
class6_20_5_7	10	10	10	10	11	11	10
class6_20_5_8	9	10	10	10	10	10	10
class6_20_5_9	10	10	10	10	10	11	10
class6_40_5_0	17	19	19	19	19	19	19
class6_40_5_1	18	20	20	20	20	20	20
class6_40_5_2	17	20	20	20	20	20	20
class6_40_5_3	18	20	20	20	20	20	20
class6_40_5_4	20	21	21	21	21	22	21
class6_40_5_5	18	19	20	20	20	20	20
class6_40_5_6	20	20	20	20	20	20	20
class6_40_5_7	17	20	20	20	20	20	20
class6_40_5_8	18	21	21	21	21	22	21
class6_40_5_9	22	22	22	22	23	23	22
class6_60_5_0	25	29	29	30	29	29	30
class6_60_5_1	27	30	30	30	30	30	30
class6_60_5_2	25	29	29	29	30	30	30
class6_60_5_3	27	29	30	30	30	30	30
class6_60_5_4	30	30	30	30	30	31	31
class6_60_5_5	27	30	30	30	30	31	30
class6_60_5_6	26	29	30	30	30	30	30
class6_60_5_7	25	30	30	30	30	30	30
class6_60_5_8	30	30	31	31	31	31	31
class6_60_5_9	26	30	30	30	30	30	30
class6_120_5_0	50	56	57	57	58	58	58
class6_120_5_1	49	54	56	57	56	56	58
class6_120_5_2	49	55	56	56	56	57	57
class6_120_5_3	52	57	58	58	58	58	58
class6_120_5_4	51	57	58	58	58	58	58
class6_120_5_5	49	56	57	58	57	57	58
class6_120_5_6	51	57	58	58	59	59	59
class6_120_5_7	51	57	58	58	59	59	59
class6_120_5_8	52	58	58	59	58	59	59
class6_120_5_9	50	56	58	58	58	59	58
class6_250_5_0	101	116	120	120	120	120	121
class6_250_5_1	103	116	119	121	119	120	121
class6_250_5_2	107	115	120	120	120	120	121
class6_250_5_3	104	117	120	120	120	120	120
class6_250_5_4	105	118	121	121	121	121	122
class6_250_5_5	104	116	120	120	120	121	120
class6_250_5_6	102	116	119	120	119	120	120
class6_250_5_7	105	118	121	121	121	122	122
class6_250_5_8	102	115	119	121	119	119	121
class6_250_5_9	103	118	121	121	121	122	122
class6_500_5_0	206	228	235	238	235	237	239
class6_500_5_1	205	229	236	240	236	237	241
class6_500_5_2	205	229	239	241	239	239	241
class6_500_5_3	201	225	235	237	235	236	239
class6_500_5_4	205	229	238	240	238	238	240
class6_500_5_5	205	226	236	237	236	236	239
class6_500_5_6	204	228	236	238	236	237	238
class6_500_5_7	204	226	237	239	237	237	240
class6_500_5_8	206	233	240	242	240	241	243
class6_500_5_9	201	224	232	236	232	232	237
class6_20_10_0	15	15	15	15	15	15	15
class6_20_10_1	13	13	13	13	13	13	13
class6_20_10_2	16	16	16	16	16	16	16
class6_20_10_3	15	15	15	15	15	15	15
class6_20_10_4	13	13	13	13	13	13	13
class6_20_10_5	11	11	11	11	11	11	11
class6_20_10_6	16	16	16	16	16	16	16
class6_20_10_7	15	15	15	15	15	15	15
class6_20_10_8	16	16	16	16	16	16	16
class6_20_10_9	13	13	13	13	13	13	13
class6_40_10_0	25	25	25	25	25	25	26
class6_40_10_1	23	23	23	23	23	24	23
class6_40_10_2	28	28	28	28	28	28	28
class6_40_10_3	28	28	28	28	28	28	28
class6_40_10_4	24	24	25	25	25	25	25
class6_40_10_5	26	26	26	26	26	27	26
class6_40_10_6	26	26	27	27	27	27	27
class6_40_10_7	20	21	21	21	22	22	22
class6_40_10_8	26	26	26	26	26	26	26
class6_40_10_9	27	27	27	27	27	27	27
class6_60_10_0	34	34	35	35	36	36	35
class6_60_10_1	36	36	37	37	37	37	37
class6_60_10_2	36	37	37	37	37	38	38
class6_60_10_3	33	33	33	34	33	34	34
class6_60_10_4	32	34	34	35	34	35	35
class6_60_10_5	35	36	36	36	37	37	37
class6_60_10_6	34	36	36	36	36	36	36
class6_60_10_7	40	41	41	41	41	41	41
class6_60_10_8	34	34	34	35	35	34	35
class6_60_10_9	33	33	33	33	33	33	33
class6_120_10_0	63	64	66	67	66	68	68
class6_120_10_1	60	63	64	64	65	67	64
class6_120_10_2	63	65	67	68	67	69	68
class6_120_10_3	53	62	62	63	62	62	63
class6_120_10_4	72	72	73	73	74	74	73
class6_120_10_5	65	66	67	67	67	67	67
class6_120_10_6	71	74	75	75	75	76	76
class6_120_10_7	69	70	70	70	70	70	71
class6_120_10_8	67	67	68	69	68	68	69
class6_120_10_9	76	76	77	77	77	77	77
class6_250_10_0	110	125	126	126	126	126	126
class6_250_10_1	117	128	131	132	131	132	132
class6_250_10_2	119	126	127	127	127	129	127
class6_250_10_3	114	124	125	125	125	126	126
class6_250_10_4	101	126	126	126	126	126	126
class6_250_10_5	118	126	126	126	127	127	126
class6_250_10_6	122	128	129	129	130	131	129
class6_250_10_7	110	127	127	127	127	127	127
class6_250_10_8	119	127	129	129	131	132	131
class6_250_10_9	119	127	127	127	127	127	127
class6_500_10_0	206	249	250	250	250	250	250
class6_500_10_1	203	246	249	249	249	249	249
class6_500_10_2	205	252	252	252	252	252	252
class6_500_10_3	205	249	249	250	249	250	250
class6_500_10_4	205	247	249	249	249	249	249
class6_500_10_5	204	250	250	250	250	250	250
class6_500_10_6	207	248	250	250	250	250	250
class6_500_10_7	205	250	250	250	250	250	250
class6_500_10_8	206	248	249	249	249	249	249
class6_500_10_9	205	250	250	250	250	250	250
class7_20_3_0	9	9	9	9	9	9	9
class7_20_3_1	9	10	10	10	10	10	10
class7_20_3_2	9	9	9	9	9	9	9
class7_20_3_3	9	9	9	9	9	9	9
class7_20_3_4	9	10	10	10	10	10	10
class7_20_3_5	9	10	10	10	10	10	10
class7_20_3_6	9	9	9	9	9	9	9
class7_20_3_7	12	12	12	12	12	12	12
class7_20_3_8	8	8	9	9	9	9	9
class7_20_3_9	8	10	10	10	10	10	10
class7_40_3_0	16	17	17	17	18	18	17
class7_40_3_1	16	17	18	18	18	18	18
class7_40_3_2	16	17	17	17	17	17	17
class7_40_3_3	16	17	17	17	17	17	18
class7_40_3_4	17	17	17	17	18	18	18
class7_40_3_5	17	18	18	19	18	19	19
class7_40_3_6	17	17	17	17	18	18	18
class7_40_3_7	18	19	19	19	19	19	19
class7_40_3_8	17	18	18	18	18	18	19
class7_40_3_9	16	17	17	17	17	17	18
class7_60_3_0	25	26	26	26	26	26	26
class7_60_3_1	25	26	27	27	27	27	27
class7_60_3_2	25	26	26	27	26	27	27
class7_60_3_3	25	26	27	27	27	27	27
class7_60_3_4	24	25	25	26	25	26	26
class7_60_3_5	24	25	25	26	25	26	26
class7_60_3_6	24	25	26	26	26	26	26
class7_60_3_7	26	27	27	27	27	28	27
class7_60_3_8	24	25	26	26	26	26	26
class7_60_3_9	25	26	27	27	27	27	27
class7_120_3_0	49	50	52	53	52	52	53
class7_120_3_1	50	52	53	53	53	53	53
class7_120_3_2	50	51	55	55	55	56	55
class7_120_3_3	49	50	52	53	52	54	53
class7_120_3_4	50	50	53	53	53	53	53
class7_120_3_5	47	48	51	51	51	51	52
class7_120_3_6	48	50	52	52	52	52	53
class7_120_3_7	48	49	51	51	51	51	52
class7_120_3_8	50	51	53	54	53	53	54
class7_120_3_9	48	49	51	52	51	52	53
class7_250_3_0	102	104	108	110	108	109	111
class7_250_3_1	101	103	108	109	108	109	111
class7_250_3_2	105	106	111	111	111	111	111
class7_250_3_3	99	100	104	108	104	104	109
class7_250_3_4	101	103	107	110	107	108	110
class7_250_3_5	100	102	108	108	108	109	108
class7_250_3_6	102	104	108	111	108	110	112
class7_250_3_7	100	101	104	108	104	106	109
class7_250_3_8	97	98	103	106	103	103	108
class7_250_3_9	101	102	105	108	105	106	109
class7_500_3_0	203	205	215	217	215	216	219
class7_500_3_1	202	204	213	220	214	213	221
class7_500_3_2	196	198	207	213	208	207	215
class7_500_3_3	199	201	209	215	209	210	216
class7_500_3_4	205	207	213	219	214	213	221
class7_500_3_5	200	202	210	216	210	211	217
class7_500_3_6	197	199	207	215	209	207	216
class7_500_3_7	201	204	212	218	212	215	218
class7_500_3_8	199	202	212	215	212	214	218
class7_500_3_9	197	199	206	212	206	207	216
class7_20_5_0	9	10	10	10	10	10	10
class7_20_5_1	9	10	10	10	10	10	10
class7_20_5_2	9	10	10	10	10	11	10
class7_20_5_3	10	10	10	10	11	10	10
class7_20_5_4	8	9	9	9	9	9	9
class7_20_5_5	9	9	10	10	10	10	10
class7_20_5_6	10	10	10	10	10	10	10
class7_20_5_7	10	10	10	10	10	10	10
class7_20_5_8	9	9	9	9	9	9	9
class7_20_5_9	9	10	10	10	10	10	10
class7_40_5_0	19	20	20	20	20	20	20
class7_40_5_1	17	19	19	19	19	19	19
class7_40_5_2	17	18	19	19	19	19	19
class7_40_5_3	17	18	19	19	19	19	19
class7_40_5_4	17	19	19	19	19	20	19
class7_40_5_5	17	18	19	19	19	19	19
class7_40_5_6	17	19	19	19	19	19	19
class7_40_5_7	18	19	20	20	20	20	20
class7_40_5_8	17	18	19	19	19	19	19
class7_40_5_9	18	19	20	20	20	20	20
class7_60_5_0	25	26	27	27	27	27	27
class7_60_5_1	25	27	28	28	28	28	29
class7_60_5_2	25	26	27	27	28	28	28
class7_60_5_3	26	28	28	28	28	28	28
class7_60_5_4	25	28	29	29	29	29	29
class7_60_5_5	26	28	29	29	29	29	29
class7_60_5_6	24	26	27	27	28	28	28
class7_60_5_7	24	27	28	28	28	28	28
class7_60_5_8	25	27	28	28	28	28	28
class7_60_5_9	25	28	28	28	29	29	28
class7_120_5_0	50	54	56	56	56	56	56
class7_120_5_1	52	55	56	56	57	58	57
class7_120_5_2	49	52	55	55	55	56	56
class7_120_5_3	50	53	55	55	56	56	56
class7_120_5_4	52	55	57	57	58	57	57
class7_120_5_5	50	53	55	55	55	55	56
class7_120_5_6	47	51	55	55	55	55	55
class7_120_5_7	49	53	55	56	55	55	56
class7_120_5_8	50	53	56	56	56	56	56
class7_120_5_9	49	52	55	55	55	55	55
class7_250_5_0	105	112	118	118	118	118	119
class7_250_5_1	106	111	117	117	117	118	118
class7_250_5_2	102	106	114	115	114	115	116
class7_250_5_3	101	106	112	113	112	113	114
class7_250_5_4	103	108	115	115	116	116	117
class7_250_5_5	99	105	112	112	112	113	112
class7_250_5_6	102	107	111	113	111	112	113
class7_250_5_7	98	104	109	110	109	110	112
class7_250_5_8	104	108	113	114	113	114	114
class7_250_5_9	104	109	114	115	114	115	116
class7_500_5_0	207	214	226	228	226	228	229
class7_500_5_1	202	210	222	227	222	226	228
class7_500_5_2	199	210	222	226	222	224	228
class7_500_5_3	201	209	219	223	219	220	224
class7_500_5_4	203	213	223	225	223	223	229
class7_500_5_5	204	211	222	225	222	222	226
class7_500_5_6	197	208	221	224	221	224	225
class7_500_5_7	204	216	228	230	228	229	232
class7_500_5_8	201	210	222	225	222	223	226
class7_500_5_9	214	218	230	230	230	230	231
class7_20_10_0	11	11	11	11	11	11	11
class7_20_10_1	11	11	11	11	11	11	11
class7_20_10_2	12	12	12	12	12	12	12
class7_20_10_3	12	12	12	12	12	12	12
class7_20_10_4	11	11	11	11	11	11	11
class7_20_10_5	12	12	12	12	12	12	12
class7_20_10_6	8	10	10	10	10	10	10
class7_20_10_7	12	12	12	12	12	12	12
class7_20_10_8	11	11	11	11	11	11	11
class7_20_10_9	11	11	11	11	11	11	11
class7_40_10_0	19	20	20	20	20	21	20
class7_40_10_1	18	21	21	21	21	21	21
class7_40_10_2	17	20	20	20	20	20	20
class7_40_10_3	18	20	20	20	20	20	20
class7_40_10_4	22	22	22	22	22	22	22
class7_40_10_5	21	21	21	21	21	21	21
class7_40_10_6	22	22	22	22	22	22	22
class7_40_10_7	20	20	20	21	20	21	21
class7_40_10_8	21	22	22	22	22	22	22
class7_40_10_9	23	23	23	23	23	23	23
class7_60_10_0	29	30	30	30	30	30	30
class7_60_10_1	26	29	30	30	30	30	30
class7_60_10_2	25	29	29	29	30	30	30
class7_60_10_3	25	29	29	29	29	30	30
class7_60_10_4	32	32	32	32	32	33	32
class7_60_10_5	28	30	30	30	30	30	30
class7_60_10_6	32	32	32	32	32	32	32
class7_60_10_7	31	32	32	32	32	32	32
class7_60_10_8	26	29	29	29	29	30	29
class7_60_10_9	28	30	30	30	30	31	30
class7_120_10_0	50	57	58	58	58	58	59
class7_120_10_1	51	58	59	59	59	59	59
class7_120_10_2	54	58	59	60	59	61	60
class7_120_10_3	56	59	60	60	60	60	60
class7_120_10_4	52	58	59	59	59	59	60
class7_120_10_5	47	54	57	58	57	58	58
class7_120_10_6	51	59	59	59	59	60	60
class7_120_10_7	50	58	60	60	60	60	60
class7_120_10_8	49	57	58	59	58	60	59
class7_120_10_9	50	57	59	59	59	59	59
class7_250_10_0	103	121	122	123	122	123	123
class7_250_10_1	102	119	122	122	122	123	123
class7_250_10_2	104	120	122	122	122	122	123
class7_250_10_3	99	115	120	120	120	120	120
class7_250_10_4	101	117	121	121	121	121	121
class7_250_10_5	104	120	122	122	122	122	123
class7_250_10_6	103	118	121	121	121	121	121
class7_250_10_7	102	116	119	120	119	120	120
class7_250_10_8	103	120	123	123	123	123	124
class7_250_10_9	102	113	118	118	118	118	119
class7_500_10_0	203	232	239	241	239	240	242
class7_500_10_1	203	234	241	241	241	241	242
class7_500_10_2	200	232	240	242	240	240	242
class7_500_10_3	201	234	241	242	241	242	243
class7_500_10_4	204	230	238	239	238	238	241
class7_500_10_5	201	229	237	240	237	237	241
class7_500_10_6	201	232	239	240	239	239	242
class7_500_10_7	205	231	239	241	239	239	242
class7_500_10_8	205	232	238	241	238	240	242
class7_500_10_9	209	236	243	244	243	244	245
class8_20_3_0	10	10	10	10	10	11	10
class8_20_3_1	9	10	10	10	10	10	10
class8_20_3_2	10	10	10	10	11	11	10
class8_20_3_3	10	10	10	10	10	10	10
class8_20_3_4	10	10	10	10	11	11	10
class8_20_3_5	9	10	10	10	10	10	10
class8_20_3_6	10	10	10	10	10	11	10
class8_20_3_7	10	11	11	11	11	11	11
class8_20_3_8	9	10	10	10	10	10	10
class8_20_3_9	9	10	10	10	10	10	10
class8_40_3_0	17	20	20	20	20	20	20
class8_40_3_1	17	20	20	20	20	20	20
class8_40_3_2	17	20	20	20	20	20	20
class8_40_3_3	17	20	20	20	20	20	20
class8_40_3_4	17	20	20	20	20	20	20
class8_40_3_5	19	20	20	20	20	20	20
class8_40_3_6	18	20	20	20	20	20	20
class8_40_3_7	19	21	21	21	21	21	21
class8_40_3_8	18	20	20	20	20	20	20
class8_40_3_9	17	20	20	20	21	20	20
class8_60_3_0	26	30	30	30	30	30	30
class8_60_3_1	26	30	30	30	30	30	30
class8_60_3_2	25	30	30	30	30	30	30
class8_60_3_3	26	30	30	30	30	30	30
class8_60_3_4	26	30	30	30	30	30	30
class8_60_3_5	25	30	30	30	30	30	30
class8_60_3_6	26	30	30	30	30	30	30
class8_60_3_7	25	30	30	30	30	30	30
class8_60_3_8	26	30	30	30	30	30	30
class8_60_3_9	27	30	30	30	30	31	30
class8_120_3_0	51	60	60	60	60	60	60
class8_120_3_1	49	60	60	60	60	60	60
class8_120_3_2	51	60	60	60	60	60	60
class8_120_3_3	50	60	60	60	60	60	60
class8_120_3_4	50	60	60	60	61	60	60
class8_120_3_5	50	60	60	60	60	60	60
class8_120_3_6	52	60	60	60	60	60	60
class8_120_3_7	50	60	60	60	60	60	60
class8_120_3_8	51	60	60	60	60	60	60
class8_120_3_9	49	60	60	60	60	60	60
class8_250_3_0	102	125	125	125	125	125	125
class8_250_3_1	102	125	125	125	125	125	125
class8_250_3_2	105	125	125	125	125	125	125
class8_250_3_3	102	125	125	125	125	125	125
class8_250_3_4	101	125	125	125	125	125	125
class8_250_3_5	101	125	125	125	125	125	125
class8_250_3_6	102	125	125	125	125	125	125
class8_250_3_7	101	125	125	125	125	125	125
class8_250_3_8	104	125	125	125	125	125	125
class8_250_3_9	101	125	125	125	125	125	125
class8_500_3_0	202	250	250	250	250	250	250
class8_500_3_1	204	250	250	250	250	250	250
class8_500_3_2	202	250	250	250	250	250	250
class8_500_3_3	204	250	250	250	250	250	250
class8_500_3_4	202	250	250	250	250	250	250
class8_500_3_5	205	250	250	250	250	250	250
class8_500_3_6	204	250	250	250	250	250	250
class8_500_3_7	203	250	250	250	250	250	250
class8_500_3_8	204	250	250	250	250	250	250
class8_500_3_9	203	250	250	250	250	250	250
class8_20_5_0	10	10	10	10	10	10	10
class8_20_5_1	9	10	10	10	11	11	10
class8_20_5_2	12	13	13	13	13	13	13
class8_20_5_3	9	10	10	10	10	10	10
class8_20_5_4	11	11	11	11	11	11	11
class8_20_5_5	10	10	10	10	10	10	10
class8_20_5_6	13	13	13	13	13	13	13
class8_20_5_7	10	10	10	10	10	10	10
class8_20_5_8	9	10	10	10	11	11	10
class8_20_5_9	10	11	11	11	11	11	11
class8_40_5_0	17	20	20	20	21	20	21
class8_40_5_1	19	21	21	21	22	22	21
class8_40_5_2	17	20	20	20	20	20	20
class8_40_5_3	18	20	20	20	21	21	20
class8_40_5_4	18	20	20	20	21	20	20
class8_40_5_5	17	20	20	20	21	20	20
class8_40_5_6	19	20	20	20	21	21	20
class8_40_5_7	17	20	20	20	20	20	20
class8_40_5_8	20	20	20	20	20	21	21
class8_40_5_9	18	20	20	20	21	21	20
class8_60_5_0	27	30	30	30	31	31	30
class8_60_5_1	26	30	30	30	31	31	30
class8_60_5_2	26	30	30	30	30	30	30
class8_60_5_3	28	30	30	30	31	31	30
class8_60_5_4	27	30	30	30	31	31	30
class8_60_5_5	26	30	30	30	31	31	30
class8_60_5_6	25	30	30	30	30	31	30
class8_60_5_7	26	30	30	30	30	31	30
class8_60_5_8	26	30	30	30	30	30	30
class8_60_5_9	27	30	30	30	30	31	30
class8_120_5_0	51	60	60	60	60	60	60
class8_120_5_1	50	60	60	60	60	60	60
class8_120_5_2	50	60	60	60	61	60	60
class8_120_5_3	50	60	60	60	60	60	60
class8_120_5_4	51	60	60	60	60	60	60
class8_120_5_5	50	60	60	60	60	60	60
class8_120_5_6	52	60	60	60	60	61	60
class8_120_5_7	51	60	60	60	60	60	60
class8_120_5_8	49	60	60	60	60	60	60
class8_120_5_9	52	60	60	60	60	61	60
class8_250_5_0	106	125	125	125	125	125	125
class8_250_5_1	103	125	125	125	125	125	125
class8_250_5_2	102	125	125	125	125	125	125
class8_250_5_3	103	125	125	125	125	125	125
class8_250_5_4	104	125	125	125	125	125	125
class8_250_5_5	104	125	125	125	125	125	125
class8_250_5_6	104	125	125	125	125	125	125
class8_250_5_7	104	125	125	125	125	125	125
class8_250_5_8	104	125	125	125	125	125	125
class8_250_5_9	104	125	125	125	125	125	125
class8_500_5_0	205	250	250	250	250	250	250
